Mod:Item:MetaData, Localized Name
props:props:361, Lava Lamp Blue
props:props:362, Lava Lamp Green
props:props:363, Lava Lamp White
props:props:364, Lava Lamp Red
props:props:365, Lava Lamp Razz
props:props:366, Lava Lamp Yellow
props:props:367, Lava Lamp Pink
props:props:368, Lava Lamp Rainbow
props:props:369, Broom
props:props:370, Mop
props:props:371, Spice Rack
props:props:372, Rack Chains
props:props:373, Knight Statue
props:props:374, Orrery
props:props:375, Sun Wall
props:props:376, Moon Wall
props:props:377, Double Bed Pink Left
props:props:378, Double Bed Pink Right
props:props:379, Double Bed Brown Left
props:props:380, Double Bed Brown Right
props:props:381, Double Bed Orange Left
props:props:382, Double Bed Orange Right
props:props:383, Double Bed Purple Left
props:props:384, Double Bed Purple Right
props:props:385, Double Bed Blue Left
props:props:386, Double Bed Blue Right
props:props:387, Double Bed Lime Left
props:props:388, Double Bed Lime Right
props:props:389, Double Bed Green Left
props:props:390, Double Bed Green Right
props:props:391, Double Bed Fuchsia Left
props:props:392, Double Bed Fuchsia Right
props:props:393, Double Bed Light Blue Left
props:props:394, Double Bed Light Blue Right
props:props:395, Double Bed Razzle Left
props:props:396, Double Bed Razzle Right
props:props:397, Double Bed Red Left
props:props:398, Double Bed Red Right
props:props:399, Double Bed White Left
props:props:400, Double Bed White Right
props:props:401, Double Bed Black Left
props:props:402, Double Bed Black Right
props:props:403, Double Bed Yellow Left
props:props:404, Double Bed Yellow Right
props:props:405, Double Bed Coral Left
props:props:406, Double Bed Coral Right
props:props:407, Double Bed Cyan Left
props:props:408, Double Bed Cyan Right
props:props:409, Canopy Bed Pink Left
props:props:410, Canopy Bed Pink Right
props:props:411, Canopy Bed Brown Left
props:props:412, Canopy Bed Brown Right
props:props:413, Canopy Bed Orange Left
props:props:414, Canopy Bed Orange Right
props:props:415, Canopy Bed Purple Left
props:props:416, Canopy Bed Purple Right
props:props:417, Canopy Bed Blue Left
props:props:418, Canopy Bed Blue Right
props:props:419, Canopy Bed Lime Left
props:props:420, Canopy Bed Lime Right
props:props:421, Canopy Bed Green Left
props:props:422, Canopy Bed Green Right
props:props:423, Canopy Bed Fuchsia Left
props:props:424, Canopy Bed Fuchsia Right
props:props:425, Canopy Bed Light Blue Left
props:props:426, Canopy Bed Light Blue Right
props:props:427, Canopy Bed Razzle Left
props:props:428, Canopy Bed Razzle Right
props:props:429, Canopy Bed Red Left
props:props:430, Canopy Bed Red Right
props:props:431, Canopy Bed White Left
props:props:432, Canopy Bed White Right
props:props:433, Canopy Bed Black Left
props:props:434, Canopy Bed Black Right
props:props:435, Canopy Bed Yellow Left
props:props:436, Canopy Bed Yellow Right
props:props:437, Canopy Bed Coral Left
props:props:438, Canopy Bed Coral Right
props:props:439, Canopy Bed Cyan Left
props:props:440, Canopy Bed Cyan Right
props:props:441, Rainbow Hammock
props:props:442, Hammock Hook
props:props:443, Patron Doll Girafi
props:props:444, Chemistry Set
props:props:445, Patron Doll BevoLJ
props:props:446, Patron Doll BulletPhase
props:props:447, Patron Doll Revstrom
props:props:448, Wedding Cake
props:props:449, Bubblegum Machine
props:props:450, Rake
props:props:451, Watering Can
props:props:452, Sea Shells
props:props:453, Toaster
props:props:454, Newton's Cradle
props:props:455, Patron Doll coffee2002
props:props:456, Aquarium
props:props:457, Patron Doll rckymtnrfc
props:props:458, Patron Doll fergcraft
props:props:459, Patron Doll Saice
props:props:460, Patron Doll Taelnia
props:props:461, Ship's Helm
props:props:462, Bacon Pan
props:props:463, Dream Catcher
props:props:464, Haystack Fork
props:props:465, Haystack
props:props:466, Rocking Chair
props:props:467, Pew Right
props:props:468, Pew Middle
props:props:469, Pew Left
props:props:470, Kneeler
props:props:471, TV Old
props:props:472, Fire Alarm
props:props:473, Table Clock
props:props:474, Laptop
props:props:475, Credenza Right
props:props:476, Credenza Left
props:props:477, Cart 1
props:props:478, Cart 2
props:props:479, Wheelbarrel Coal
props:props:480, Wheelbarrel Feed
props:props:481, Wheelbarrel Rocks
props:props:482, Wheelbarrel Jugs
props:props:483, Wooden Table 2
props:props:484, Stock
props:props:485, Cannon
props:props:486, Cannon Balls
props:props:487, Wooden Table 3
props:props:488, Small Coin Pile Gold
props:props:489, Small Coin Pile Silver
props:props:490, Patron Doll ChJees
props:props:491, Patron Doll Xaw4
props:props:492, Journeymap Wall Sconce
props:props:493, Skelleton 1
props:props:494, Skelleton 2
props:props:495, Skelleton 3
props:props:496, Skelleton 4
props:props:497, Log Bench Right
props:props:498, Log Bench Left
props:props:499, Axe
props:props:500, Sweetroll Dish
props:props:501, Serrano Ham
props:props:502, Coffin Wood 1
props:props:503, Coffin Wood 2
props:props:504, Coffin Wood 3
props:props:505, Coffin Wood 4
props:props:506, Coffin Stone 1
props:props:507, Coffin Stone 2
props:props:508, Decobench
props:props:509, Dresser
props:props:510, Sideboard
props:props:511, Wardrobe
props:props:512, BurialUrn
props:props:513, Fishing net
props:props:514, Anatomical Doll
props:props:515, Dungeon Skeleton 1
props:props:516, Dungeon Skeleton 2
props:props:517, Dungeon Skeleton 3
props:props:518, Trophy Zombie
props:props:519, Trophy Deer
props:props:520, Trophy Bear
props:props:521, birdcage
props:props:522, PotatoPile
props:props:523, CarrotPile
props:props:524, Milk Jug
props:props:525, Wooden Beer Stein
props:props:526, Ceiling Fan
props:props:527, Bear Rug Black
props:props:528, Patron Doll DuskMoon
props:props:529, Tire Swing
props:props:530, Patron Doll JudgeGrimm
props:props:531, Patron Doll Jakimfett
props:props:532, Patron Doll tmzasz
props:props:533, Patron Doll Haggle1996
props:props:534, Patron Doll Gellegbs
props:props:535, Dungeon Skeleton 4
props:props:536, Hanging Pheasants
props:props:537, White Hammock
props:props:538, BookandQuill
props:props:539, Lectern
props:props:540, FishHanging
props:props:541, Minotaur Doll
props:props:542, Patron Doll CarrieExMachina
props:props:543, Wassily Chair
props:props:544, Red-Blue Chair
props:props:545, Barcelona Chair
props:props:546, Barrel Chair
props:props:547, Ant Chair
props:props:548, Wiggle Side Chair
props:props:549, How High the Moon Chair
props:props:550, Hillhouse Chair
props:props:551, Inception Chair
props:props:552, Wood Desk
props:props:553, Wooden Office Chair
props:props:554, Archive Box
props:props:555, Tree Swing
props:props:556, Jukebox
props:props:557, Billiard Table
props:props:558, Patron Doll ZeroKazuma
props:props:559, Patron Doll Seriiiously
props:props:560, Patron Doll Daycarn
props:props:561, Patron Doll OnyxDarkKnight
props:props:562, Patron Doll Latvian
props:props:563, Patron Doll OpenKerley
props:props:564, Patron Doll Beanxxbot
props:props:565, Patron Doll Lividcoffee
props:props:566, Donation Box
props:props:567, Bottom Cabinet
props:props:568, Bottom Cabinet 2
props:props:569, Bottom Cabinet 3
props:props:570, Top Cabinet
props:props:571, Top Cabinet Glass
props:props:572, Wine Rack
props:props:573, Toy Box Boy
props:props:574, Toy Box Girl
props:props:575, MCW Ring
props:props:576, Dresser Boy
props:props:577, Dresser Girl
props:props:578, Chest of Drawers Boy
props:props:579, Chest of Drawers Girl
props:props:580, Piggy Bank
props:props:581, Dollhouse 1
props:props:582, Dollhouse 2
props:props:583, BasketBall Basket
props:props:584, BasketBall
props:props:585, Fish Bowl
props:props:586, Kitchen Faucet 2
props:props:587, Kitchen Faucet 3
props:props:588, Trough Hitching Post
props:props:589, Broom Cabinet L
props:props:590, Kitchen Shelf
props:props:591, Bottom Cabinet Center
props:props:592, Bottom Cabinet Corner Left
props:props:593, Bottom Cabinet Corner Right
props:props:594, Knife Block
props:props:595, Tea Hooks
props:props:596, Knife Strip
props:props:597, Hood Wall
props:props:598, Hood Island
props:props:599, Built in Microwave
props:props:600, Stove
props:props:601, Food Processor
props:props:602, Oven Wall
props:props:603, Oven Floor
props:props:604, Utensil Hooks
props:props:605, Cutting Board
props:props:606, Wall Cabinet Full
props:props:607, Wall Cabinet Full Dark
props:props:608, Bottom Cabinet Dark
props:props:609, Bottom Cabinet 2 Dark
props:props:610, Bottom Cabinet 3 Dark
props:props:611, Kitchen Sink Dark
props:props:612, Bottom Cabinet Center Dark
props:props:613, Wine Rack Dark
props:props:614, Oven Floor Dark
props:props:615, Oven Wall Dark
props:props:617, Kitchen Shelf Dark
props:props:618, Built in Microwave Dark
props:props:619, Hood Wall Dark
props:props:620, Bottom Cabinet Corner Right Dark
props:props:621, Bottom Cabinet Corner Left Dark
props:props:622, Broom Cabinet
props:props:623, Top Cabinet Glass Dark
props:props:624, Top Cabinet Dark
props:props:625, Water pump
props:props:626, Fridge Large
props:props:627, Fridge Small
props:props:628, Dish Rack
props:props:629, Dish Rack Dark
props:props:630, Patron Doll Davexx100
props:props:631, Fireplace
props:props:632, Punching Bag
props:props:633, Toy Rocket
props:props:634, Speed Bag
props:props:635, ProfMobius And Razz Dolls
props:props:636, Alarm Clock
props:props:637, Treasure Map
props:props:638, ToothBrush Case
props:props:639, Mailbox
props:props:640, Plunger
props:props:641, Round Wall Clock
props:props:642, Candy Bowl
props:props:643, Bathroom Sign Female
props:props:644, Bathroom Sign Male
props:props:645, Giant Spider Web
props:props:646, Patron Doll Trustlines
props:props:647, Patron Doll Iarunu Tatsu
props:props:648, Patron Doll TheJays
props:props:649, Patron Doll Skuli
props:props:650, Patron Doll convict999
props:props:651, Altar De Muertos
props:props:652, Tiki Torch
props:props:653, Guillotine
props:props:654, Dynamite Sticks
props:props:655, Skull Candle
props:props:656, Birthday Cake
props:props:657, Birthday Cake 2
props:props:658, Witch Cauldron
props:props:659, Bathroom Sign
props:props:660, Candy Corn Bowl
props:props:662, item.props.radiator.name
props:clay:0, Red Crafting Clay
props:clay:1, Blue Crafting Clay
props:clay:2, Green Crafting Clay
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicDistructionStaff:0, Draconic Staff of Power
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicPickaxe:0, Draconic Pickaxe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicAxe:0, Draconic Axe
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicShovel:0, Draconic Shovel
DraconicEvolution:draconicHoe, Draconic Hoe
DraconicEvolution:draconicSword, Draconic Sword
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicBow:0, Draconic Bow
DraconicEvolution:draconicHelm, Draconic Helm
DraconicEvolution:draconicChest, Draconic Chestplate
DraconicEvolution:draconicLeggs, Draconic Leggings
DraconicEvolution:draconicBoots, Draconic Boots
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernPickaxe:0, Pickaxe of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernShovel:0, Shovel of the Wyvern
DraconicEvolution:wyvernSword, Sword of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernBow:0, Bow of the Wyvern
DraconicEvolution:wyvernHelm, Wyvern Helm
DraconicEvolution:wyvernChest, Wyvern Chestplate
DraconicEvolution:wyvernLeggs, Wyvern Leggings
DraconicEvolution:wyvernBoots, Wyvern Boots
DraconicEvolution:draconicCore, Draconic Core
DraconicEvolution:wyvernCore, Wyvern Core
DraconicEvolution:awakenedCore, Awakened Core
DraconicEvolution:chaoticCore, Chaotic Core
DraconicEvolution:draconiumDust, Draconium Dust
DraconicEvolution:draconiumIngot, Draconium Ingot
DraconicEvolution:draconiumBlend, Draconium Blend (Depreciated)
DraconicEvolution:dragonHeart, Dragon Heart
DraconicEvolution:teleporterMKI, Charm of Dislocation
DraconicEvolution:teleporterMKII, Enhanced Charm of Dislocation
DraconicEvolution:tclogo, TCLogo
DraconicEvolution:sunFocus, Solar Focus
DraconicEvolution:mobSoul, Mob Soul
DraconicEvolution:enderArrow, Ender Arrow
DraconicEvolution:safetyMatch:0, Box of Safety Matches
DraconicEvolution:safetyMatch:1000, Safety Match
DraconicEvolution:key:0, Key
DraconicEvolution:key:1, Key
DraconicEvolution:creativeStructureSpawner:0, Spawn Comet
DraconicEvolution:creativeStructureSpawner:1, Spawn Ender Island
DraconicEvolution:adminSpawnEgg, item.draconicevolution:adminSpawnEgg.name
DraconicEvolution:infoTablet, Draconic Evolution Information Tablet
DraconicEvolution:draconicIngot, Awakened Draconium Ingot
DraconicEvolution:draconiumEnergyCore:0, Wyvern Energy Core
DraconicEvolution:draconiumEnergyCore:1, Draconic Energy Core
DraconicEvolution:draconiumFluxCapacitor, item.draconicevolution:draconiumFluxCapacitor.name
DraconicEvolution:wrench, Crystal Binder
DraconicEvolution:chaosShard, Chaos Shard
DraconicEvolution:reactorCraftingPart:0, Reactor Stabilizer Frame
DraconicEvolution:reactorCraftingPart:1, Reactor Stabilizer Inner Rotor
DraconicEvolution:reactorCraftingPart:2, Reactor Stabilizer Outer Rotor
DraconicEvolution:reactorCraftingPart:3, Reactor Stabilizer Rotor Assembly
DraconicEvolution:reactorCraftingPart:4, Reactor Stabilizer Focus Ring
DraconicEvolution:nugget:0, Draconium Nugget
DraconicEvolution:nugget:1, Awakened Draconium Nugget
DraconicEvolution:chaosFragment:0, Tiny Chaos Fragment
DraconicEvolution:chaosFragment:1, Small Chaos Fragment
DraconicEvolution:chaosFragment:2, Large Chaos Fragment
DraconicEvolution:magnet:0, Item Dislocator
DraconicEvolution:magnet:1, Awakened Item Dislocator
DraconicEvolution:dezilsMarshmallow, Dezil's Marshmallow
EnderIO:itemFusedQuartzFrame, Fused Quartz Frame
EnderIO:itemConduitFacade:0, Conduit Facade
EnderIO:itemConduitFacade:1, Hardened Conduit Facade
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemBrokenSpawner:0, Broken Spawner
EnderIO:itemFrankenSkull:0, Zombie Electrode
EnderIO:itemFrankenSkull:1, Z-Logic Controller
EnderIO:itemFrankenSkull:2, Frank'N'Zombie
EnderIO:itemFrankenSkull:3, Ender Resonator
EnderIO:itemRedstoneConduit:0, Redstone Conduit
EnderIO:itemRedstoneConduit:1, Conduit Switch
EnderIO:itemRedstoneConduit:2, Insulated Redstone Conduit
EnderIO:itemPowerConduit:0, Energy Conduit
EnderIO:itemPowerConduit:1, Enhanced Energy Conduit
EnderIO:itemPowerConduit:2, Ender Energy Conduit
EnderIO:itemLiquidConduit:0, Fluid Conduit
EnderIO:itemLiquidConduit:1, Pressurized Fluid Conduit
EnderIO:itemLiquidConduit:2, Ender Fluid Conduit
EnderIO:itemItemConduit:0, Item Conduit
EnderIO:itemMEConduit:0, ME Conduit
EnderIO:itemMEConduit:1, Dense ME Conduit
EnderIO:itemBasicFilterUpgrade:0, Basic Item Filter
EnderIO:itemBasicFilterUpgrade:1, Advanced Item Filter
EnderIO:itemExistingItemFilter:0, Existing Item Filter
EnderIO:itemModItemFilter, Mod Item Filter
EnderIO:itemPowerItemFilter:0, Chargeable Item Filter
EnderIO:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
EnderIO:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
EnderIO:itemBasicCapacitor:0, Basic Capacitor
EnderIO:itemBasicCapacitor:1, Double-Layer Capacitor
EnderIO:itemBasicCapacitor:2, Octadic Capacitor
EnderIO:itemMachinePart:0, Machine Chassis
EnderIO:itemMachinePart:1, Basic Gear
EnderIO:itemMaterial:0, Silicon
EnderIO:itemMaterial:1, Conduit Binder
EnderIO:itemMaterial:2, Binder Composite
EnderIO:itemMaterial:3, Pulsating Iron Nugget
EnderIO:itemMaterial:4, Vibrant Alloy Nugget
EnderIO:itemMaterial:5, Pulsating Crystal
EnderIO:itemMaterial:6, Vibrant Crystal
EnderIO:itemMaterial:7, Dark Steel Ball
EnderIO:itemMaterial:8, Ender Crystal
EnderIO:itemMaterial:9, Enticing Crystal
EnderIO:itemAlloy:0, Electrical Steel
EnderIO:itemAlloy:1, Energetic Alloy
EnderIO:itemAlloy:2, Vibrant Alloy
EnderIO:itemAlloy:3, Redstone Alloy
EnderIO:itemAlloy:4, Conductive Iron
EnderIO:itemAlloy:5, Pulsating Iron
EnderIO:itemAlloy:6, Dark Steel
EnderIO:itemAlloy:7, Soularium
EnderIO:itemPowderIngot:0, Coal Powder
EnderIO:itemPowderIngot:1, Iron Powder
EnderIO:itemPowderIngot:2, Gold Powder
EnderIO:itemPowderIngot:3, Copper Powder
EnderIO:itemPowderIngot:4, Tin Powder
EnderIO:itemPowderIngot:5, Ender Pearl Powder
EnderIO:itemPowderIngot:6, Enderium Base
EnderIO:itemPowderIngot:7, Obsidian Powder
EnderIO:bucketNutrient_distillation, Nutrient Distillation Bucket
EnderIO:bucketHootch, Hootch Bucket
EnderIO:bucketRocket_fuel, Rocket Fuel Bucket
EnderIO:bucketFire_water, Fire Water Bucket
EnderIO:itemYetaWrench, Yeta Wrench
EnderIO:itemEnderface, Enderface
EnderIO:itemTravelStaff:0, Staff of Traveling
EnderIO:itemTravelStaff:16, Staff of Traveling
EnderIO:itemConduitProbe:0, Conduit Probe
EnderIO:itemMagnet:0, Electromagnet
EnderIO:itemMagnet:16, Electromagnet
EnderIO:itemXpTransfer:0, Experience Rod
EnderIO:itemSoulVessel, Soul Vial
EnderIO:itemGliderWing:0, Glider Wing
EnderIO:itemGliderWing:1, Glider Wings
EnderIO:item.darkSteel_helmet, Dark Helm
EnderIO:item.darkSteel_chestplate, Dark Plate
EnderIO:item.darkSteel_leggings, Dark Leggings
EnderIO:item.darkSteel_boots, Dark Boots
EnderIO:item.darkSteel_sword, The Ender
EnderIO:item.darkSteel_pickaxe, Dark Pick
EnderIO:item.darkSteel_axe, Dark Axe
EnderTech:endertech.exchanger:0, Creative Exchanger
EnderTech:endertech.exchanger:1, Redstone Exchanger
EnderTech:endertech.exchanger:2, Resonant Exchanger
EnderZoo:enderZooIcon, item.enderZooIcon.name
EnderZoo:itemSpawnEggEnderZoo:0, Spawn Enderminy
EnderZoo:itemSpawnEggEnderZoo:1, Spawn Concussion Creeper
EnderZoo:itemSpawnEggEnderZoo:2, Spawn Fallen Knight
EnderZoo:itemSpawnEggEnderZoo:3, Spawn Fallen Steed
EnderZoo:itemSpawnEggEnderZoo:4, Spawn Wither Witch
EnderZoo:itemSpawnEggEnderZoo:5, Spawn Wither Cat
EnderZoo:itemSpawnEggEnderZoo:6, Spawn Dire Wolf
EnderZoo:itemSpawnEggEnderZoo:7, Spawn Khndrel Keght
EnderZoo:witheringDust, Withering Dust
EnderZoo:confusingDust, Confusing Powder
EnderZoo:enderFragment, Ender Fragment
EnderZoo:guardiansBow, Guardians Bow
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
